kind,.pred_AI,.pred_class,is_correct,detector,native,name,model,document_id,prompt
Human,5.02E-11,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,174,NA
AI,5.99E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,239,Enhance like native
AI,0.000201182,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,60,Elevate using literary
Human,5.10E-07,Human,Yes,Sapling,Yes,Real College Essays,Human,212,NA
Human,0.000175809,Human,Yes,Crossplag,Yes,Real CS224N,Human,777,NA
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,718,Elevate using technical
Human,0.01051001,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,247,NA
AI,0.039680175,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,699,Elevate using technical
AI,0.000199931,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,203,Elevate using literary
AI,0.048304159,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,502,Elevate using technical
AI,0.000243117,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,631,Plain
Human,0.003292987,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,734,NA
AI,0.125,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,118,Simplify like non-native
Human,1.22E-06,Human,Yes,Sapling,Yes,Real College Essays,Human,313,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,209,NA
AI,0.017185261,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,298,Enhance like native
Human,0.000195362,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,243,NA
Human,0.00018461,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,807,NA
AI,1,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,134,Simplify like non-native
AI,0.998842597,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,566,Plain
AI,7.76E-07,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,124,Simplify like non-native
AI,0.250579059,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
Human,0.33744514,Human,Yes,OriginalityAI,No,Real TOEFL,Human,75,NA
Human,0.000196967,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,195,NA
AI,0.000182211,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,244,Enhance like native
Human,0.000117242,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,396,NA
Human,8.15E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,107,NA
Human,0.192295164,Human,Yes,Crossplag,Yes,Real College Essays,Human,77,NA
AI,0.999979705,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,53,Simplify like non-native
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,840,NA
AI,0.000797927,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,387,Plain
AI,0.75,AI,Yes,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,922,Enhance like native
AI,0.000460552,Human,No,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,3,Elevate using literary
AI,0.5,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,925,Simplify like non-native
AI,0,Human,No,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,74,Elevate using literary
AI,0.012807794,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,484,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,853,NA
Human,0.00019294,Human,Yes,Quil,Yes,Real College Essays,Human,48,NA
Human,0.0011,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,177,NA
Human,2.12E-06,Human,Yes,GPTZero,No,Real TOEFL,Human,497,NA
AI,0.353169233,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,509,Elevate using technical
Human,0.000188593,Human,Yes,Crossplag,Yes,Real CS224N,Human,879,NA
AI,0.003340641,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,31,Plain
AI,0.998691484,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,231,Simplify like non-native
AI,0.001854777,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,595,Plain
Human,0.978569269,AI,No,OriginalityAI,No,Real TOEFL,Human,901,NA
AI,0.0141355,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,357,Enhance like native
AI,0.343623882,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,291,Enhance like native
Human,7.38E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,177,NA
Human,0.00022355,Human,Yes,Crossplag,Yes,Real CS224N,Human,736,NA
Human,0.00017189,Human,Yes,HFOpenAI,No,Real TOEFL,Human,333,NA
AI,0.9983,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,394,Simplify like non-native
AI,0.9973,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,488,Enhance like native
Human,0.517597735,AI,No,Crossplag,No,Real TOEFL,Human,900,NA
Human,0.125,Human,Yes,ZeroGPT,No,Real TOEFL,Human,908,NA
AI,0,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,232,Simplify like non-native
Human,0.25,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,412,NA
AI,0.000656477,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,410,Elevate using technical
AI,0.000237525,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,914,Enhance like native
AI,0.006244865,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,312,Enhance like native
AI,0.98962981,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,360,Simplify like non-native
AI,5.90E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,625,Elevate using technical
AI,0.000784039,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,658,Elevate using technical
AI,0.714545228,AI,Yes,GPTZero,NA,Fake CS224N - GPT3,GPT3,565,Plain
Human,0.988250136,AI,No,Quil,No,Real TOEFL,Human,275,NA
AI,0.110885441,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,619,Plain
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,560,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,825,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,750,NA
AI,0.998014569,AI,Yes,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,166,Simplify like non-native
Human,0.000208741,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,98,NA
AI,0.000381211,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,492,Elevate using technical
AI,0.000539163,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,724,Elevate using technical
AI,0.002923657,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,556,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,861,NA
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,682,Elevate using technical
Human,1.47E-05,Human,Yes,GPTZero,No,Real TOEFL,Human,418,NA
AI,0.091091789,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,660,Elevate using technical
Human,9.81E-06,Human,Yes,Sapling,Yes,US 8th grade essay,Human,142,NA
AI,0.75,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,103,Simplify like non-native
AI,1.47E-05,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,637,Plain
AI,0.000170886,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,715,Elevate using technical
AI,0.999797761,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,34,Plain
Human,0.377600014,Human,Yes,HFOpenAI,No,Real TOEFL,Human,352,NA
Human,0.99981344,AI,No,Sapling,No,Real TOEFL,Human,418,NA
AI,0.003082633,Human,No,Quil,NA,US 8th grade essay - GPT simplify,GPT4,124,Simplify like non-native
Human,0.000170268,Human,Yes,Crossplag,Yes,Real CS224N,Human,851,NA
AI,0.887165174,AI,Yes,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,367,Enhance like native
AI,0.000182265,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,54,Elevate using technical
AI,0.878000736,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,676,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,882,NA
Human,0.947969854,AI,No,Quil,No,Real TOEFL,Human,293,NA
AI,0.44099921,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
AI,0.000273049,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,895,Enhance like native
AI,0.003062134,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,288,Enhance like native
Human,0.000177681,Human,Yes,Quil,Yes,Real College Essays,Human,50,NA
Human,0.030941339,Human,Yes,Crossplag,Yes,Real College Essays,Human,240,NA
AI,0.414498568,Human,No,Quil,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0.999727786,AI,Yes,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,126,Simplify like non-native
Human,0.253269519,Human,Yes,Sapling,Yes,US 8th grade essay,Human,133,NA
AI,0.049875792,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,524,Plain
AI,7.08E-06,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,4,Elevate using literary
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,727,Elevate using technical
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,713,Elevate using technical
AI,0.875,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,408,Plain
Human,0.001810229,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,145,NA
AI,0.415332884,Human,No,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,64,Plain
AI,0.000172001,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,557,Elevate using technical
Human,0.000314713,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,191,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,753,NA
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,41,Plain
AI,0.000197589,Human,No,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,6,Elevate using literary
Human,0.375,Human,Yes,ZeroGPT,No,Real TOEFL,Human,546,NA
Human,0.470014185,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,111,NA
AI,0.004804704,Human,No,Crossplag,NA,Fake College Essays - GPT3,GPT3,211,Plain
AI,0.5,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,239,Enhance like native
AI,0.000356772,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,631,Plain
Human,0.952356577,AI,No,Crossplag,No,Real TOEFL,Human,351,NA
AI,0.000356772,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,894,Enhance like native
AI,0.000918627,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,718,Elevate using technical
AI,0.000209322,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,441,Elevate using technical
Human,3.29E-06,Human,Yes,Sapling,No,Real TOEFL,Human,398,NA
Human,7.44E-05,Human,Yes,Sapling,Yes,Real College Essays,Human,898,NA
AI,0.022066461,Human,No,Crossplag,NA,Fake College Essays - GPT3,GPT3,220,Plain
AI,0.000233831,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,621,Elevate using technical
AI,1.75E-06,Human,No,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,201,Elevate using literary
Human,0.999003947,AI,No,Quil,No,Real TOEFL,Human,262,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,421,NA
Human,6.71E-07,Human,Yes,GPTZero,Yes,Real CS224N,Human,761,NA
Human,0.870862748,AI,No,GPTZero,No,Real TOEFL,Human,260,NA
AI,0.967814088,AI,Yes,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,429,Enhance like native
AI,0.000276243,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,517,Elevate using technical
Human,0.007549107,Human,Yes,Quil,Yes,Real College Essays,Human,405,NA
AI,0.163397238,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,172,Simplify like non-native
AI,0.625,AI,Yes,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,381,Elevate using literary
Human,0.091217451,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,887,NA
AI,8.24E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,414,Enhance like native
Human,0.000173259,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,773,NA
AI,0.000170112,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,498,Elevate using technical
AI,0.000219267,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,258,Enhance like native
AI,0.00016932,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,705,Elevate using technical
AI,0.999827385,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,30,Plain
AI,0.092426731,Human,No,Sapling,NA,Fake College Essays - GPT3,GPT3,893,Plain
Human,5.13E-31,Human,Yes,GPTZero,Yes,Real College Essays,Human,348,NA
Human,5.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,127,NA
Human,4.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,107,NA
AI,1,AI,Yes,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,416,Plain
Human,1.45E-11,Human,Yes,GPTZero,Yes,Real CS224N,Human,790,NA
AI,1.47E-05,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,552,Elevate using technical
AI,0.935678542,AI,Yes,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,103,Simplify like non-native
Human,0.504493177,AI,No,Quil,No,Real TOEFL,Human,543,NA
AI,0.020740019,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,1,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,651,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,314,NA
Human,0.999747694,AI,No,Quil,No,Real TOEFL,Human,350,NA
Human,0.076947542,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,73,NA
AI,0.000180423,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,647,Plain
Human,0.140966982,Human,Yes,HFOpenAI,No,Real TOEFL,Human,343,NA
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,299,Enhance like native
Human,0.144458577,Human,Yes,OriginalityAI,No,Real TOEFL,Human,263,NA
AI,6.03E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,465,Elevate using technical
Human,0.173513547,Human,Yes,Crossplag,Yes,Real CS224N,Human,821,NA
AI,0.907805562,AI,Yes,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,394,Simplify like non-native
Human,0.000158808,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,735,NA
Human,0.000134577,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,821,NA
AI,0.998574734,AI,Yes,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,903,Plain
AI,0.037536919,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,588,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,549,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,219,NA
AI,7.54E-07,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,382,Elevate using literary
AI,0.016409727,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,299,Enhance like native
AI,0.25,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,169,Simplify like non-native
AI,1.47E-05,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,428,Enhance like native
Human,0.000227556,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,740,NA
Human,0.616497874,AI,No,Crossplag,No,Real TOEFL,Human,546,NA
AI,0.00020298,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,645,Elevate using technical
AI,0.947279155,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,629,Plain
Human,0.004087193,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,237,NA
AI,0.023269355,Human,No,Quil,NA,US 8th grade essay - GPT simplify,GPT4,238,Simplify like non-native
Human,0.00020355,Human,Yes,Quil,Yes,US 8th grade essay,Human,472,NA
AI,0.000186717,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,554,Elevate using technical
AI,0.008802667,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,33,Plain
AI,0.875,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,39,Plain
Human,0.367607355,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,870,NA
Human,0.25,Human,Yes,ZeroGPT,No,Real TOEFL,Human,196,NA
AI,0.75,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,250,Simplify like non-native
Human,0.034552637,Human,Yes,Crossplag,No,Real TOEFL,Human,490,NA
Human,0.000215133,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,130,NA
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,784,NA
AI,0.986640036,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,722,Elevate using technical
AI,0.535111904,AI,Yes,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,297,Enhance like native
AI,0.44218421,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,615,Plain
Human,0.488650441,Human,Yes,Quil,Yes,US 8th grade essay,Human,86,NA
AI,0.000174917,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,717,Elevate using technical
Human,0.795514108,AI,No,GPTZero,No,Real TOEFL,Human,62,NA
Human,0.003202175,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,188,NA
Human,3.00E-07,Human,Yes,GPTZero,Yes,Real CS224N,Human,778,NA
AI,0.025200566,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,639,Elevate using technical
Human,9.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,88,NA
AI,0.999999568,AI,Yes,Sapling,NA,Fake College Essays - GPT3,GPT3,221,Plain
Human,0.944951415,AI,No,HFOpenAI,No,Real TOEFL,Human,304,NA
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,692,Plain
AI,0.000289643,Human,No,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,66,Elevate using literary
Human,0.000183847,Human,Yes,Crossplag,Yes,Real CS224N,Human,791,NA
AI,0.000100059,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,28,Plain
Human,0.999736895,AI,No,Sapling,No,Real TOEFL,Human,352,NA
Human,0.049790299,Human,Yes,Sapling,Yes,US 8th grade essay,Human,116,NA
AI,0.205695853,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,308,Enhance like native
AI,0.003144619,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,299,Enhance like native
AI,0.060379468,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,451,Enhance like native
Human,0.998732626,AI,No,Crossplag,No,Real TOEFL,Human,350,NA
Human,0.889367342,AI,No,Crossplag,Yes,Real CS224N,Human,781,NA
AI,0.999981104,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,563,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,828,NA
Human,0.054946501,Human,Yes,Crossplag,No,Real TOEFL,Human,274,NA
AI,0.66116637,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,35,Plain
AI,0.000274837,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,695,Elevate using technical
Human,0.229903221,Human,Yes,Quil,No,Real TOEFL,Human,371,NA
Human,5.02E-11,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,176,NA
AI,0.999097943,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,569,Plain
Human,3.74E-38,Human,Yes,GPTZero,Yes,Real College Essays,Human,470,NA
AI,0.1233356,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,0,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,43,Simplify like non-native
AI,0.000354088,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,397,Enhance like native
Human,0.999975373,AI,No,Sapling,No,Real TOEFL,Human,370,NA
Human,0.875,AI,No,ZeroGPT,No,Real TOEFL,Human,249,NA
Human,0.00021478,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,909,NA
AI,0.087706476,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,443,Elevate using technical
AI,0.006283932,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,628,Plain
AI,0.875,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,152,Simplify like non-native
AI,0,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,170,Simplify like non-native
Human,0.976726413,AI,No,Quil,No,Real TOEFL,Human,301,NA
AI,0.004615637,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,529,Plain
AI,0.000405524,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,664,Elevate using technical
AI,1.24E-06,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,547,Enhance like native
Human,0.93929553,AI,No,HFOpenAI,No,Real TOEFL,Human,544,NA
Human,0.77363801,AI,No,OriginalityAI,No,Real TOEFL,Human,215,NA
AI,0.287719667,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,602,Elevate using technical
AI,0.244730198,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,171,Simplify like non-native
AI,0.999821842,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,551,Elevate using technical
AI,0.999822199,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,90,Simplify like non-native
AI,0.285356909,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,385,Plain
Human,1.18E-06,Human,Yes,Sapling,Yes,US 8th grade essay,Human,472,NA
AI,0.9929,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,232,Simplify like non-native
Human,0.000207709,Human,Yes,Crossplag,Yes,Real CS224N,Human,800,NA
AI,5.69E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,451,Enhance like native
Human,0.65064466,AI,No,OriginalityAI,No,Real TOEFL,Human,403,NA
AI,0.00016932,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,723,Elevate using technical
Human,0.125,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,540,NA
Human,0.000179751,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,247,NA
Human,0.000170231,Human,Yes,Quil,Yes,Real College Essays,Human,917,NA
AI,1,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,591,Plain
Human,0.000221218,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,472,NA
AI,0.282810092,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,558,Elevate using technical
AI,0.691227496,AI,Yes,Crossplag,NA,Fake College Essays - GPT3,GPT3,907,Plain
AI,0.055316351,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,287,Enhance like native
AI,0.000424141,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,24,Plain
AI,0.99962461,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,579,Plain
AI,0.999274552,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,577,Plain
Human,0.000188312,Human,Yes,Crossplag,Yes,Real College Essays,Human,218,NA
Human,8.86E-17,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,177,NA
AI,9.79E-07,Human,No,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,202,Elevate using literary
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,711,Elevate using technical
AI,0.999826014,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,32,Plain
Human,0.028370928,Human,Yes,GPTZero,No,Real TOEFL,Human,525,NA
Human,0.000167907,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,445,NA
AI,0.984870613,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,558,Elevate using technical
Human,0.264061021,Human,Yes,Sapling,Yes,Real College Essays,Human,470,NA
Human,4.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,181,NA
AI,0.992499312,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,393,Simplify like non-native
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,810,NA
Human,0.005275369,Human,Yes,Sapling,Yes,US 8th grade essay,Human,180,NA
Human,0,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,210,NA
AI,0.981476605,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,464,Plain
AI,0.343623882,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,914,Enhance like native
AI,0.375,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,521,Plain
Human,0.004001712,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,840,NA
AI,1.47E-05,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,464,Plain
AI,0.005810694,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,819,NA
AI,0.029424017,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,587,Plain
AI,0.000527561,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,440,Enhance like native
AI,0.958348247,AI,Yes,GPTZero,NA,Fake College Essays - GPT3,GPT3,65,Plain
